(1152264, 1)
(1178354, 2)
(1187168, 1)
(1196024, 1)
(1196135, 1)
(1199921, 1)
(1200481, 1)
(1204977, 1)
(1244071, 1)
(1244599, 1)
(1272961, 1)
(1273366, 1)
(1274290, 1)
(1274620, 1)
(1275625, 1)
(1275975, 1)
(1276776, 1)
(1278456, 1)
(1279389, 1)
(1280453, 1)
(1281645, 1)
(1283947, 1)
(1284419, 1)
(1284486, 1)
(1322293, 1)
(1328025, 1)
(1329183, 1)
(1364230, 1)
(1431408, 1)
(1545257, 1)
(1545406, 1)
(1545678, 1)
(1594775, 2)
(1600382, 1)
(1602882, 1)
(1607372, 2)
(1623124, 1)
(1623215, 1)
(1624858, 1)
(1624921, 1)
(1626651, 1)
(1626753, 1)
(1628148, 1)
(1629082, 1)
(1651283, 1)
(1652910, 1)
(1653137, 1)
(1697926, 1)
(1718327, 1)
(1742928, 1)
(1743322, 1)
(1763479, 1)
(1766106, 1)
(1767748, 1)
(1770974, 1)
(1804552, 2)
(1813688, 1)
(1819499, 1)
(1819741, 1)
(1820447, 1)
(1820503, 1)
(1821065, 1)
(1821963, 1)
(1857891, 2)
(1948190, 1)
(1948311, 1)
(1948390, 1)
(1948534, 1)
(1948791, 1)
(1949063, 1)
(1949326, 1)
(1949529, 1)
(1949649, 1)
(1949692, 1)
(1949843, 1)
(1949971, 1)
(1950062, 1)
(1950319, 1)
(1950431, 1)
(1950511, 1)
(1950829, 1)
(1950980, 1)
(1951421, 1)
(1951640, 1)
(1951942, 1)
(1953039, 1)
(1953301, 1)
(1953896, 1)
(1954960, 1)
(1956225, 1)
(1957339, 1)
(1958637, 1)
(1964833, 1)
(1965025, 1)
(2021473, 1)
(2024256, 2)
(2089842, 2)
(2092984, 1)
(2117316, 2)
(2156232, 2)
(2186284, 1)
(2192420, 2)
(2207326, 1)
(2290594, 1)
(2357530, 2)
(2393309, 1)
(2393429, 1)
(2393558, 1)
(2393752, 1)
(2394096, 1)
(2394930, 1)
(2395223, 1)
(2395297, 1)
(2395532, 1)
(2395881, 1)
(2396085, 1)
(2396650, 1)
(2397178, 1)
(2397899, 1)
(2398739, 1)
(2400709, 1)
(2401976, 1)
(2402561, 1)
(2402650, 1)
(2404327, 1)
(2404888, 1)
(2404979, 1)
(2405181, 1)
(2431310, 1)
(2457052, 1)
(2461951, 1)
(2462401, 1)
(2463710, 1)
(2463877, 1)
(2465005, 1)
(2465349, 1)
(2465779, 1)
(2468240, 1)
(2468461, 1)
(2470172, 1)
(2470651, 1)
(2547620, 1)
(2547767, 1)
(2548511, 1)
(2548676, 1)
(2549965, 1)
(2550451, 1)
(2550656, 1)
(2551427, 1)
(2557497, 1)
(2568687, 1)
(2572219, 1)
(2604194, 1)
(2610979, 1)
(2611286, 1)
(2611704, 1)
(2612116, 1)
(2623396, 1)
(2768322, 1)
(2770103, 1)
(2770410, 1)
(2770771, 1)
(2772370, 1)
(2772987, 1)
(2773238, 1)
(2773854, 1)
(2775781, 1)
(2815352, 1)
(2860572, 1)
(2868024, 1)
(2869451, 1)
(2869581, 1)
(2873926, 1)
(2874258, 1)
(2876348, 1)
(2966687, 1)
(2969459, 1)
(2969963, 1)
(3001351, 1)
(3007495, 1)
(3011376, 1)
(3026816, 1)
(3068424, 1)
(3098836, 1)
(3108418, 1)
(3188559, 1)
(3190326, 1)
(3190932, 1)
(3191109, 1)
(3214128, 1)
(3231152, 2)
(3256668, 1)
(3257433, 1)
(3370736, 1)
(3372108, 1)
(3372548, 1)
(3374271, 1)
(3375413, 1)
(3376328, 1)
(3422820, 2)
(3431424, 1)
(3439786, 1)
(3462092, 1)
(3464022, 1)
(3464518, 1)
(3464966, 1)
(3465047, 1)
(3465919, 1)
(3467074, 1)
(3468061, 1)
(3468456, 1)
(3468711, 1)
(3469032, 1)
(3469666, 1)
(3470003, 1)
(3470170, 1)
(3473594, 1)
(3474348, 1)
(3492619, 1)
(3492786, 1)
(3495414, 1)
(3512340, 1)
(3515992, 1)
(3534903, 1)
(3535015, 1)
(3555246, 1)
(3555329, 1)
(3556102, 1)
(3556705, 1)
(3556910, 1)
(3557400, 1)
(3558235, 1)
(3558856, 1)
(3559499, 1)
(3559884, 1)
(3560100, 1)
(3560203, 1)
(3560826, 1)
(3561426, 1)
(3561638, 1)
(3563242, 1)
(3578964, 1)
(3582385, 1)
(3589640, 1)
(3600110, 1)
(3600403, 1)
(3600512, 1)
(3600630, 1)
(3603191, 2)
(3605001, 1)
(3650248, 2)
(3677261, 1)
(3678531, 1)
(3679737, 1)
(3680152, 1)
(3680353, 1)
(3680723, 1)
(3681432, 1)
(3682200, 1)
(3688618, 1)
(3739624, 1)
(3742865, 1)
(3766565, 1)
(3766624, 1)
(3766796, 1)
(3768104, 1)
(3768820, 1)
(3768890, 1)
(3769198, 1)
(3769362, 1)
(3770849, 1)
(3771358, 1)
(3772350, 1)
(3774990, 1)
(3782415, 1)
(3822984, 1)
(3824090, 1)
(3824891, 1)
(3825807, 1)
(3855687, 1)
(3855811, 1)
(3859764, 1)
(3860242, 1)
(3862613, 1)
(3862942, 1)
(3864195, 1)
(3864483, 1)
(3896968, 1)
(3897127, 1)
(3897902, 1)
(3921398, 1)
(3921659, 1)
(3922386, 1)
(3929654, 1)
(3939891, 1)
(3940090, 1)
(3950596, 1)
(3951024, 1)
(3951270, 1)
(3954781, 1)
(3955326, 1)
(3955699, 1)
(3956049, 1)
(3956900, 1)
(3962115, 1)
(3996013, 1)
(3997718, 1)
(4004346, 2)
(4021671, 1)
(4023509, 1)
(4024975, 1)
(4028172, 1)
(4029918, 1)
(4032224, 1)
(4057167, 1)
(4092435, 1)
(4184889, 1)
(4197397, 2)
(4198597, 1)
(4198756, 1)
(4199539, 1)
(4273149, 1)
(4275713, 1)
(4283731, 2)
(4306010, 2)
(4317318, 1)
(4323469, 1)
(4392557, 1)
(4394742, 1)
(4399154, 1)
(4421358, 2)
(4426918, 1)
(4428176, 1)
(4458948, 1)
(4506361, 1)
(4506675, 1)
(4638766, 1)
(4642506, 1)
(4656948, 1)
(4657213, 1)
(4663336, 1)
(4667894, 1)
(4688965, 1)
(4689152, 1)
(4689888, 1)
(4690208, 1)
(4690710, 1)
(4690906, 1)
(4691362, 1)
(4692764, 1)
(4692952, 1)
(4693193, 1)
(4693783, 1)
(4694496, 1)
(4695925, 1)
(4697797, 1)
(4715703, 1)
(4715802, 1)
(4718251, 1)
(4718588, 1)
(4720579, 1)
(4746349, 1)
(4754241, 1)
(4755506, 1)
(4755612, 1)
(4755971, 1)
(4756116, 1)
(4757968, 1)
(4758247, 1)
(4758522, 1)
(4758830, 1)
(4760360, 1)
(4761442, 1)
(4763485, 1)
(4764012, 1)
(4764483, 1)
(4767550, 1)
(4768312, 1)
(4771838, 1)
(4824261, 1)
(4827355, 1)
(4887635, 2)
(4895799, 1)
(4899345, 1)
(4920622, 2)
(4937565, 2)
(4967318, 1)
(5011369, 1)
(5066740, 2)
(5082579, 1)
(5151727, 1)
(5153490, 1)
(5155782, 1)
(5192170, 1)
(5192353, 1)
(5193955, 1)
(5201477, 1)
(5272842, 1)
(5274678, 1)
(5275546, 1)
(5275828, 1)
(5297766, 1)
(5308674, 2)
(5341414, 1)
(5404543, 1)
(5405474, 1)
(5406638, 1)
(5407140, 1)
(5407508, 1)
(5407832, 1)
(5408383, 1)
(5408951, 1)
(5409236, 1)
(5411509, 1)
(5414312, 1)
(5414847, 1)
(5427705, 1)
(5429525, 1)
(5455517, 1)
(5458413, 1)
(5478007, 1)
(5479383, 1)
(5479511, 1)
(5480672, 1)
(5482490, 1)
(5500893, 1)
(5518556, 1)
(5525216, 1)
(5553981, 1)
(5555118, 1)
(5556605, 1)
(5558600, 1)
(5560378, 1)
(5590103, 2)
(5591229, 1)
(5599036, 1)
(5599157, 1)
(5601698, 1)
(5633337, 1)
(5633613, 1)
(5633871, 1)
(5634093, 1)
(5634171, 1)
(5634480, 1)
(5634606, 1)
(5634881, 1)
(5635002, 1)
(5635428, 1)
(5635842, 1)
(5637336, 1)
(5639665, 1)
(5644382, 1)
(5645392, 1)
(5711913, 1)
(5712083, 1)
(5713163, 1)
(5714324, 1)
(5723293, 1)
(5723410, 1)
(5774557, 1)
(5775022, 2)
(5780146, 1)
(5785355, 1)
(5880782, 1)
(5967889, 1)
(5972568, 1)
(6020452, 1)
(6020520, 1)
(6044228, 1)
(6060591, 1)
(6096639, 1)
(6098586, 1)
(6099083, 1)
(6111961, 1)
(6127078, 1)
(6127965, 1)
(6129595, 1)
(6150769, 2)
(6168668, 2)
(6196723, 1)
(6220661, 1)
(6247373, 1)
(6248657, 1)
(6249423, 1)
(6250358, 1)
(6250784, 1)
(6252127, 1)
(6252875, 1)
(6256247, 1)
(6256322, 1)
(6257809, 1)
(6260466, 1)
(6261066, 1)
(6261132, 1)
(6262074, 1)
(6263447, 1)
(6302078, 2)
(6331314, 1)
(6331579, 1)
(6332457, 1)
(6334890, 1)
(6337306, 1)
(6341054, 1)
(6356396, 1)
(6356571, 1)
(6367795, 1)
(6379329, 1)
(6415198, 1)
(6417196, 1)
(6418881, 1)
(6420569, 1)
(6422203, 1)
(6425353, 1)
(6456409, 1)
(6458008, 1)
(6458115, 1)
(6459547, 1)
(6459867, 1)
(6460610, 1)
(6461938, 1)
(6464230, 1)
(6508959, 1)
(6511998, 1)
(6517488, 1)
(6520192, 1)
(6562638, 1)
(6564077, 1)
(6606097, 1)
(6611319, 1)
(6643820, 1)
(6644136, 1)
(6644627, 1)
(6644857, 1)
(6647092, 1)
(6709319, 1)
(6709855, 1)
(6742362, 1)
(6769224, 1)
(6770174, 1)
(6772670, 1)
(6773318, 1)
(6792692, 1)
(6828713, 1)
(6881754, 1)
(6882524, 1)
(6882683, 1)
(6884131, 1)
(6885597, 1)
(6888879, 1)
(6892696, 1)
(6892778, 1)
(6908005, 1)
(6909208, 1)
(6909339, 1)
(6909541, 1)
(6909699, 1)
(6910052, 1)
(6910581, 1)
(6911245, 1)
(6915876, 1)
(6940919, 2)
(6949998, 1)
(6950946, 1)
(6953200, 1)
(6955848, 1)
(6956572, 2)
(6992716, 1)
(6993122, 1)
(6993387, 1)
(6994483, 1)
(6994530, 1)
(6997680, 1)
(7016140, 2)
(7042983, 1)
(7053231, 1)
(7088313, 1)
(7093284, 1)
(7095829, 1)
(7096260, 1)
(7098640, 1)
(7100948, 1)
(7138734, 1)
(7139424, 1)
(7141551, 1)
(7165352, 2)
(7179815, 1)
(7219724, 1)
(7219911, 1)
(7220591, 1)
(7237552, 1)
(7238878, 1)
(7239027, 1)
(7239277, 1)
(7240141, 1)
(7240620, 1)
(7240812, 1)
(7241842, 1)
(7243583, 1)
(7249718, 1)
(7285181, 1)
(7289534, 1)
(7289639, 1)
(7307094, 1)
(7333366, 2)
(7346069, 2)
(7356152, 1)
(7361994, 1)
(7362453, 1)
(7363279, 1)
(7364013, 1)
(7364631, 1)
(7365999, 1)
(7366241, 1)
(7366635, 1)
(7367036, 1)
(7403013, 1)
(7405531, 2)
(7405598, 1)
(7405904, 1)
(7406722, 1)
(7409152, 1)
(7410386, 1)
(7411473, 1)
(7411850, 1)
(7412271, 1)
(7413856, 1)
(7414180, 1)
(7414419, 1)
(7426844, 1)
(7427330, 1)
(7429604, 1)
(7430248, 1)
(7430603, 1)
(7432239, 1)
(7445177, 1)
(7447861, 1)
(7447942, 1)
(7448263, 1)
(7448520, 1)
(7448959, 1)
(7449391, 1)
(7450349, 1)
(7451831, 1)
(7452523, 1)
(7453616, 1)
(7454216, 1)
(7454467, 1)
(7454976, 1)
(7455050, 1)
(7455797, 1)
(7456559, 1)
(7458795, 1)
(7458856, 1)
(7461157, 1)
(7461618, 1)
(7462610, 1)
(7513127, 1)
(7513419, 1)
(7514843, 1)
(7516584, 1)
(7598433, 1)
(7600658, 1)
(7603253, 1)
(7605295, 1)
(7606676, 1)
(7644166, 1)
(7645291, 1)
(7647767, 1)
(7650816, 1)
(7673080, 1)
(7673210, 1)
(7678329, 1)
(7690039, 1)
(7690117, 1)
(7691219, 1)
(7691288, 1)
(7692323, 1)
(7692691, 1)
(7692934, 1)
(7693056, 1)
(7693682, 1)
(7815564, 1)
(7847867, 2)
(7867256, 1)
(7871728, 1)
(7917285, 2)
(7919806, 2)
(7924695, 2)
(7929686, 1)
(7932807, 2)
(7942900, 2)
(7947686, 2)
(7958119, 2)
(7959348, 1)
(7960174, 1)
(7962514, 1)
(7963025, 1)
(7965422, 1)
(7969731, 2)
(7994066, 1)
(7995216, 1)
(8004479, 1)
(8008243, 1)
(8031530, 1)
(8035691, 1)
(8036835, 1)
(8036933, 1)
(8089843, 1)
(8110954, 1)
(8111063, 1)
(8115294, 1)
(8120057, 1)
(8123369, 2)
(8143602, 2)
(8156331, 1)
(8156491, 1)
(8156736, 1)
(8173573, 2)
(8175819, 1)
(8184804, 1)
(8184890, 1)
(8185434, 1)
(8185881, 1)
(8186501, 1)
(8186699, 1)
(8187177, 1)
(8188924, 1)
(8189539, 1)
(8196179, 1)
(8218729, 1)
(8223796, 1)
(8228572, 1)
(8229856, 1)
(8230619, 1)
(8231002, 1)
(8235177, 1)
(8235668, 1)
(8235930, 1)
(8238103, 1)
(8238866, 1)
(8243639, 1)
(8244596, 1)
(8244915, 1)
(8245665, 1)
(8246303, 1)
(8248067, 1)
(8249332, 2)
(8256042, 1)
(8279011, 1)
(8279214, 1)
(8279308, 1)
(8281314, 1)
(8281557, 1)
(8281657, 1)
(8286990, 1)
(8326365, 1)
(8386594, 1)
(8425492, 1)
(8433332, 2)
(8450764, 2)
(8490359, 1)
(8500318, 1)
(8520837, 2)
(8531746, 1)
(8544060, 1)
(8544404, 1)
(8544594, 1)
(8544659, 1)
(8545211, 1)
(8545385, 1)
(8546087, 1)
(8546201, 1)
(8547686, 1)
(8549585, 1)
(8592188, 1)
(8608912, 1)
(8615187, 1)
(8631398, 1)
(8631978, 1)
(8632416, 1)
(8633181, 1)
(8633241, 1)
(8633624, 1)
(8633815, 1)
(8634288, 1)
(8634497, 1)
(8635942, 1)
(8636735, 1)
(8637543, 1)
(8640210, 1)
(8649047, 1)
(8665849, 1)
(8667829, 1)
(8668148, 1)
(8668318, 1)
(8669917, 1)
(8670091, 1)
(8673519, 1)
(8674993, 1)
(8675399, 1)
(8677060, 1)
(8689662, 1)
(8701341, 1)
(8701909, 1)
(8702919, 1)
(8703016, 1)
(8704242, 1)
(8705492, 1)
(8706035, 1)
(8706574, 1)
(8734915, 1)
(8736070, 1)
(8736385, 1)
(8736589, 1)
(8739373, 1)
(8739801, 1)
(8741953, 1)
(8742242, 1)
(8743937, 1)
(8745864, 1)
(8745991, 1)
(8746197, 1)
(8747870, 1)
(8750545, 1)
(8757968, 1)
(8786713, 1)
(8796657, 1)
(8797369, 1)
(8836463, 2)
(8841102, 1)
(8841272, 1)
(8842211, 1)
(8842888, 1)
(8844901, 1)
(8845588, 1)
(8849096, 1)
(8849823, 1)
(8851187, 1)
(8851330, 1)
(8852274, 1)
(8853881, 1)
(8855871, 1)
(8907824, 1)
(8929377, 1)
(8931388, 1)
(8964502, 1)
(8965700, 1)
(8965939, 1)
(8966502, 1)
(8966633, 1)
(8967488, 1)
(8981839, 1)
(8992358, 2)
(9012954, 1)
(9014145, 1)
(9014398, 1)
(9038198, 1)
(9102284, 1)
(9104968, 1)
(9107160, 1)
(9152579, 1)
(9155225, 1)
(9183694, 2)
(9189068, 1)
(9204005, 1)
(9204704, 1)
(9209159, 1)
(9265443, 1)
(9267093, 1)
(9353418, 2)
(9362843, 1)
(9363371, 1)
(9363680, 1)
(9365182, 1)
(9365525, 1)
(9367426, 1)
(9371111, 2)
(9398292, 1)
(9398985, 1)
(9409353, 1)
(9442666, 2)
(9459283, 1)
(9468285, 1)
(9469976, 1)
(9474384, 1)
(9479032, 1)
(9498793, 1)
(9499704, 1)
(9501625, 1)
(9501752, 1)
(9503559, 1)
(9535737, 1)
(9536149, 1)
(9536373, 1)
(9538858, 1)
(9539892, 1)
(9541064, 1)
(9541255, 1)
(9541673, 1)
(9542157, 1)
(9542735, 1)
(9542834, 1)
(9543197, 1)
(9543394, 1)
(9543950, 1)
(9544124, 1)
(9544965, 1)
(9545742, 1)
(9545964, 1)
(9546485, 1)
(9546561, 1)
(9547126, 1)
(9547237, 1)
(9547762, 1)
(9548304, 1)
(9549489, 1)
(9575350, 1)
(9575697, 1)
(9576104, 1)
(9576400, 1)
(9576525, 1)
(9576883, 1)
(9577044, 1)
(9577353, 1)
(9578864, 1)
(9581113, 1)
(9582815, 1)
(9583494, 1)
(9584871, 1)
(9589636, 1)
(9598819, 1)
(9609642, 1)
(9609804, 1)
(9630341, 1)
(9650376, 1)
(9652856, 1)
(9663550, 1)
(9698538, 1)
(9701510, 1)
(9731824, 1)
(9748556, 1)
(9749353, 1)
(9751030, 1)
(9752660, 1)
(9753452, 1)
(9755512, 1)
(9755755, 1)
(9805010, 2)
(9818852, 1)
(9821402, 1)
(9822248, 1)
(9839036, 2)
(9844081, 1)
(9844222, 1)
(9847253, 1)
(9847532, 1)
(9848308, 1)
(9849299, 1)
(9904216, 1)
(9910809, 1)
(9923578, 1)
(9924256, 1)
(9924848, 1)
(9927863, 1)
(9928057, 1)
(9968215, 1)
(9969510, 1)
(9971848, 1)
(9972662, 1)
(9976436, 1)
(9979485, 1)
(9980816, 1)
(9981344, 1)
(10022606, 1)
(10049893, 1)
(10052078, 1)
(10062629, 1)
(10063006, 1)
(10064293, 2)
(10108386, 1)
(10111644, 1)
(10150083, 1)
(10154596, 1)
(10156362, 1)
(10217566, 1)
(10218151, 1)
(10218313, 1)
(10218652, 1)
(10218821, 1)
(10218989, 1)
(10219604, 1)
(10220428, 1)
(10221171, 1)
(10223070, 1)
(10225999, 1)
(10254032, 1)
(10270370, 1)
(10274116, 1)
(10274546, 1)
(10276323, 1)
(10283921, 1)
(10285500, 1)
(10285640, 1)
(10287350, 1)
(10288455, 1)
(10290539, 1)
(10290680, 1)
(10291282, 1)
(10293920, 1)
(10294148, 1)
(10294363, 1)
(10296331, 1)
(10296681, 1)
(10297206, 1)
(10297309, 1)
(10299364, 1)
(10299624, 1)
(10300771, 1)
(10320312, 1)
(10323957, 1)
(10326527, 1)
(10330699, 1)
(10336743, 1)
(10356059, 1)
(10360806, 1)
(10361516, 1)
(10362711, 1)
(10370743, 1)
(10372140, 1)
(10373173, 1)
(10374820, 1)
(10406772, 1)
(10409739, 1)
(10411135, 1)
(10413057, 1)
(10457475, 1)
(10466374, 1)
(10480345, 1)
(10520249, 1)
(10521977, 1)
(10522301, 1)
(10522595, 1)
(10523453, 1)
(10562665, 1)
(10573634, 1)
(10578449, 2)
(10579461, 1)
(10582600, 1)
(10585290, 1)
(10587523, 2)
(10588543, 1)
(10588870, 1)
(10616270, 1)
(10637632, 1)
(10637915, 1)
(10638060, 1)
(10641395, 1)
(10671418, 2)
(10680871, 2)
(10699284, 1)
(10778959, 2)
(10779712, 1)
(10785025, 2)
(10786602, 1)
(10808973, 1)
(10817087, 1)
(10819864, 1)
(10823611, 1)
(10827898, 1)
(10828162, 1)
(10830849, 1)
(10883458, 1)
(10884238, 1)
(10885017, 1)
(10885284, 1)
(10885822, 1)
(10887767, 1)
(10888221, 1)
(10891294, 1)
(10957783, 1)
(10959432, 1)
(10959877, 1)
(10961103, 1)
(10962479, 1)
(10987305, 1)
(11004801, 1)
(11009649, 1)
(11018500, 1)
(11018973, 1)
(11020431, 1)
(11021453, 1)
(11090215, 2)
(11109344, 1)
(11112679, 1)
(11112740, 1)
(11112842, 1)
(11112941, 1)
(11113121, 1)
(11113338, 1)
(11113835, 1)
(11115578, 1)
(11145130, 1)
(11147399, 1)
(11203540, 1)
(11204388, 1)
(11206970, 1)
(11207364, 1)
(11207574, 1)
(11243898, 2)
(11249040, 2)
(11249367, 1)
(11253375, 1)
(11255399, 1)
(11256329, 2)
(11256492, 1)
(11257328, 1)
(11258909, 1)
(11259196, 1)
(11259324, 1)
(11259499, 1)
(11262988, 1)
(11263748, 1)
(11263919, 1)
(11264251, 1)
(11264459, 1)
(11265940, 1)
(11266301, 1)
(11266898, 1)
(11277447, 1)
(11277801, 1)
(11278531, 1)
(11279126, 1)
(11279397, 1)
(11279866, 1)
(11281048, 1)
(11282842, 1)
(11283108, 1)
(11313448, 1)
(11322169, 1)
(11326457, 1)
(11327988, 1)
(11328850, 1)
(11330246, 1)
(11331736, 1)
(11331977, 1)
(11332198, 1)
(11332984, 1)
(11333320, 1)
(11333789, 1)
(11334776, 1)
(11341175, 1)
(11349023, 1)
(11351130, 1)
(11351327, 1)
(11355874, 1)
(11357663, 1)
(11360421, 1)
(11434888, 1)
(11435006, 1)
(11436328, 1)
(11438497, 1)
(11439452, 1)
(11443581, 1)
(11444239, 1)
(11445202, 1)
(11452840, 1)
(11453075, 1)
(11453357, 1)
(11454625, 1)
(11455693, 1)
(11456952, 1)
(11457094, 1)
(11457932, 1)
(11458180, 1)
(11465648, 1)
(11466423, 1)
(11468059, 1)
(11629312, 1)
(11660074, 1)
(11670376, 1)
(11673745, 1)
(11674121, 1)
(11676953, 1)
(11691770, 1)
(11701513, 1)
(11703871, 1)
(11755151, 1)
(11756937, 1)
(11767693, 1)
(11768996, 1)
(11803593, 1)
(11806481, 1)
(11807613, 1)
(11809135, 1)
(11810139, 1)
(11810421, 1)
(11814058, 1)
(11851231, 1)
(11858742, 1)
(11895609, 1)
(11896266, 1)
(11896354, 1)
(11897563, 1)
(11899025, 1)
(11957404, 2)
(11959158, 1)
(11960064, 1)
(11971691, 1)
(11985498, 1)
(11998778, 1)
(12014352, 1)
(12048549, 2)
(12059445, 1)
(12060057, 1)
(12066346, 1)
(12066512, 1)
(12165866, 1)
(12179883, 1)
(12180911, 1)
(12226173, 2)
(12236792, 1)
(12237018, 1)
(12237466, 1)
(12251177, 1)
(12253724, 1)
(12253861, 1)
(12255041, 1)
(12271313, 1)
(12275190, 1)
(12275881, 1)
(12276235, 1)
(12278378, 1)
(12278445, 1)
(12279059, 1)
(12300785, 1)
(12301165, 1)
(12302169, 1)
(12302330, 1)
(12304207, 1)
(12312861, 1)
(12313970, 1)
(12320030, 2)
(12321842, 1)
(12329602, 2)
(12330409, 2)
(12346485, 2)
(12349960, 1)
(12350955, 1)
(12351219, 1)
(12353781, 1)
(12354132, 1)
(12354691, 1)
(12381779, 2)
(12414758, 1)
(12414910, 1)
(12415273, 2)
(12460030, 1)
(12477259, 1)
(12477777, 1)
(12479220, 1)
(12479285, 1)
(12482030, 1)
(12482750, 1)
(12484722, 1)
(12505821, 1)
(12508240, 1)
(12509205, 1)
(12510221, 1)
(12511284, 1)
(12511761, 1)
(12512044, 1)
(12512489, 1)
(12526363, 1)
(12526450, 1)
(12530471, 1)
(12531327, 1)
(12534274, 1)
(12534587, 1)
(12535109, 1)
(12536244, 1)
(12537003, 1)
(12537224, 1)
(12591497, 1)
(12591936, 1)
(12593621, 1)
(12596596, 2)
(12607838, 2)
(12639693, 1)
(12639760, 1)
(12675015, 1)
(12677366, 1)
(12677528, 1)
(12686495, 2)
(12686851, 1)
(12687263, 1)
(12687902, 1)
(12688026, 1)
(12688451, 1)
(12690007, 1)
(12690458, 1)
(12691702, 1)
(12691813, 1)
(12692169, 1)
(12692407, 1)
(12693438, 1)
(12693574, 1)
(12695225, 1)
(12701415, 1)
(12704476, 2)
(12714280, 1)
(12717964, 1)
(12733363, 1)
(12734126, 1)
(12734872, 1)
(12743826, 1)
(12745662, 1)
(12755450, 1)
(12761557, 1)
(12763864, 1)
(12764332, 1)
(12764675, 1)
(12765093, 1)
(12766519, 1)
(12766689, 1)
(12767704, 1)
(12768334, 2)
(12769868, 1)
(12771164, 2)
(12773149, 1)
(12841037, 2)
(12845420, 1)
(12856933, 1)
(12860707, 2)
(12898094, 1)
(12911760, 1)
(12946135, 2)
(12950421, 2)
(12957339, 1)
(12981659, 1)
(12988614, 1)
(13002471, 2)
(13045724, 1)
(13056338, 1)
(13056481, 1)
(13064018, 1)
(13065378, 1)
(13070308, 1)
(13071471, 1)
(13071630, 1)
(13072161, 1)
(13072253, 1)
(13072597, 1)
(13072679, 1)
(13072801, 1)
(13072930, 1)
(13073451, 1)
(13074677, 1)
(13075267, 1)
(13075414, 1)
(13097650, 1)
(13099898, 1)
(13101375, 1)
(13102211, 1)
(13111602, 1)
(13111725, 1)
(13111804, 1)
(13113066, 1)
(13113503, 1)
(13113755, 1)
(13113898, 1)
(13114150, 1)
(13114657, 1)
(13115166, 1)
(13118602, 1)
(13134655, 1)
(13136956, 1)
(13140837, 2)
(13153893, 1)
(13155812, 1)
(13158709, 1)
(13177036, 1)
(13183374, 1)
(13183537, 1)
(13191733, 1)
(13193086, 2)
(13197530, 1)
(13197952, 1)
(13198391, 1)
(13198596, 1)
(13198962, 1)
(13199451, 1)
(13199832, 1)
(13200698, 1)
(13201038, 1)
